station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,daylightminssq
1,2007-05-23 00:00:00,89,60,75.0,14.0,49,61.0,0.0,10.0,1900-01-01 04:25:00,1900-01-01 19:12:00,0.0,29.39,30.1,11.4,19,11.8,2007,5,23,887.0,3600,7921,5625.0,196.0,3721.0,0.0,100.0,0.0,129.96,361,139.24,786769.0
1,2007-05-24 00:00:00,88,63,76.0,14.0,54,63.0,0.0,11.0,1900-01-01 04:24:00,1900-01-01 19:13:00,0.02,29.41,30.11,14.9,21,17.3,2007,5,24,889.0,3969,7744,5776.0,196.0,3969.0,0.0,121.0,0.0004,222.01000000000002,441,299.29,790321.0
1,2007-05-25 00:00:00,70,56,63.0,1.0,44,53.0,2.0,0.0,1900-01-01 04:23:00,1900-01-01 19:14:00,0.0,29.51,30.24,4.9,5,8.8,2007,5,25,891.0,3136,4900,3969.0,1.0,2809.0,4.0,0.0,0.0,24.010000000000005,25,77.44000000000001,793881.0
1,2007-05-26 00:00:00,65,49,57.0,-5.0,55,56.0,8.0,0.0,1900-01-01 04:22:00,1900-01-01 19:15:00,1.01,29.36,30.11,2.8,17,7.2,2007,5,26,893.0,2401,4225,3249.0,25.0,3136.0,64.0,0.0,1.0201,7.839999999999999,289,51.84,797449.0
1,2007-05-27 00:00:00,75,57,66.0,4.0,47,56.0,0.0,1.0,1900-01-01 04:22:00,1900-01-01 19:16:00,0.04,29.34,30.06,8.9,26,9.5,2007,5,27,894.0,3249,5625,4356.0,16.0,3136.0,0.0,1.0,0.0016,79.21000000000001,676,90.25,799236.0
1,2007-05-28 00:00:00,79,50,65.0,2.0,47,56.0,0.0,0.0,1900-01-01 04:21:00,1900-01-01 19:16:00,0.0,29.43,30.15,4.8,10,5.3,2007,5,28,895.0,2500,6241,4225.0,4.0,3136.0,0.0,0.0,0.0,23.04,100,28.09,801025.0
1,2007-05-29 00:00:00,88,60,74.0,10.0,58,65.0,0.0,9.0,1900-01-01 04:21:00,1900-01-01 19:17:00,0.0,29.39,30.11,5.8,18,6.5,2007,5,29,896.0,3600,7744,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324,42.25,802816.0
1,2007-05-30 00:00:00,87,66,77.0,13.0,58,65.0,0.0,12.0,1900-01-01 04:20:00,1900-01-01 19:18:00,0.0,29.31,30.04,10.3,19,10.6,2007,5,30,898.0,4356,7569,5929.0,169.0,4225.0,0.0,144.0,0.0,106.09000000000002,361,112.36,806404.0
1,2007-05-31 00:00:00,78,65,72.0,8.0,61,65.0,0.0,7.0,1900-01-01 04:20:00,1900-01-01 19:19:00,0.01,29.28,30.0,9.3,19,9.9,2007,5,31,899.0,4225,6084,5184.0,64.0,4225.0,0.0,49.0,0.0001,86.49000000000001,361,98.01,808201.0
1,2007-06-01 00:00:00,85,62,74.0,10.0,63,66.0,0.0,9.0,1900-01-01 04:19:00,1900-01-01 19:20:00,0.19,29.19,29.91,4.2,17,6.4,2007,6,1,901.0,3844,7225,5476.0,100.0,4356.0,0.0,81.0,0.0361,17.64,289,40.96000000000001,811801.0
1,2007-06-02 00:00:00,81,65,73.0,9.0,63,67.0,0.0,8.0,1900-01-01 04:19:00,1900-01-01 19:20:00,0.04,29.03,29.77,6.5,22,7.4,2007,6,2,901.0,4225,6561,5329.0,81.0,4489.0,0.0,64.0,0.0016,42.25,484,54.760000000000005,811801.0
1,2007-06-03 00:00:00,78,62,70.0,6.0,60,63.0,0.0,5.0,1900-01-01 04:18:00,1900-01-01 19:21:00,0.01,28.82,29.56,5.2,25,6.7,2007,6,3,903.0,3844,6084,4900.0,36.0,3969.0,0.0,25.0,0.0001,27.040000000000003,625,44.89,815409.0
1,2007-06-04 00:00:00,71,58,65.0,1.0,58,60.0,0.0,0.0,1900-01-01 04:18:00,1900-01-01 19:22:00,0.39,28.82,29.52,7.8,31,9.7,2007,6,4,904.0,3364,5041,4225.0,1.0,3600.0,0.0,0.0,0.1521,60.839999999999996,961,94.08999999999999,817216.0
1,2007-06-05 00:00:00,64,47,56.0,-9.0,48,51.0,9.0,0.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,906.0,2209,4096,3136.0,81.0,2601.0,81.0,0.0,0.17639999999999997,27.040000000000003,25,57.76,820836.0
1,2007-06-06 00:00:00,71,44,58.0,-8.0,48,55.0,7.0,0.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.01,29.07,29.81,10.8,17,11.4,2007,6,6,906.0,1936,5041,3364.0,64.0,3025.0,49.0,0.0,0.0001,116.64000000000001,289,129.96,820836.0
1,2007-06-07 00:00:00,91,71,81.0,15.0,62,69.0,0.0,16.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,28.84,29.55,22.7,20,23.1,2007,6,7,907.0,5041,8281,6561.0,225.0,4761.0,0.0,256.0,0.0,515.29,400,533.61,822649.0
1,2007-06-08 00:00:00,81,57,69.0,3.0,53,61.0,0.0,4.0,1900-01-01 04:17:00,1900-01-01 19:25:00,0.0,29.18,29.85,10.9,28,13.8,2007,6,8,908.0,3249,6561,4761.0,9.0,3721.0,0.0,16.0,0.0,118.81,784,190.44000000000003,824464.0
1,2007-06-09 00:00:00,79,52,66.0,0.0,47,57.0,0.0,1.0,1900-01-01 04:16:00,1900-01-01 19:25:00,0.0,29.36,30.07,0.3,33,5.0,2007,6,9,909.0,2704,6241,4356.0,0.0,3249.0,0.0,1.0,0.0,0.09,1089,25.0,826281.0
1,2007-06-10 00:00:00,81,55,68.0,1.0,51,59.0,0.0,3.0,1900-01-01 04:16:00,1900-01-01 19:26:00,0.0,29.34,30.05,4.8,17,5.6,2007,6,10,910.0,3025,6561,4624.0,1.0,3481.0,0.0,9.0,0.0,23.04,289,31.359999999999996,828100.0
1,2007-06-11 00:00:00,86,58,72.0,5.0,52,61.0,0.0,7.0,1900-01-01 04:16:00,1900-01-01 19:26:00,0.0,29.41,30.11,4.9,11,6.9,2007,6,11,910.0,3364,7396,5184.0,25.0,3721.0,0.0,49.0,0.0,24.010000000000005,121,47.61000000000001,828100.0
1,2007-06-12 00:00:00,83,62,73.0,5.0,50,60.0,0.0,8.0,1900-01-01 04:16:00,1900-01-01 19:27:00,0.0,29.44,30.16,8.3,5,8.8,2007,6,12,911.0,3844,6889,5329.0,25.0,3600.0,0.0,64.0,0.0,68.89000000000001,25,77.44000000000001,829921.0
1,2007-06-13 00:00:00,87,60,74.0,6.0,53,62.0,0.0,9.0,1900-01-01 04:16:00,1900-01-01 19:27:00,0.0,29.36,30.09,7.2,5,8.6,2007,6,13,911.0,3600,7569,5476.0,36.0,3844.0,0.0,81.0,0.0,51.84,25,73.96,829921.0
1,2007-06-14 00:00:00,89,64,77.0,9.0,55,64.0,0.0,12.0,1900-01-01 04:16:00,1900-01-01 19:28:00,0.0,29.3,30.02,5.6,5,6.8,2007,6,14,912.0,4096,7921,5929.0,81.0,4096.0,0.0,144.0,0.0,31.359999999999996,25,46.239999999999995,831744.0
1,2007-06-15 00:00:00,91,63,77.0,9.0,56,64.0,0.0,12.0,1900-01-01 04:16:00,1900-01-01 19:28:00,0.0,29.28,29.99,4.1,6,4.9,2007,6,15,912.0,3969,8281,5929.0,81.0,4096.0,0.0,144.0,0.0,16.81,36,24.010000000000005,831744.0
1,2007-06-16 00:00:00,93,66,80.0,11.0,60,67.0,0.0,15.0,1900-01-01 04:16:00,1900-01-01 19:29:00,0.0,29.26,29.97,4.8,28,5.8,2007,6,16,913.0,4356,8649,6400.0,121.0,4489.0,0.0,225.0,0.0,23.04,784,33.64,833569.0
1,2007-06-17 00:00:00,91,70,81.0,12.0,64,70.0,0.0,16.0,1900-01-01 04:16:00,1900-01-01 19:29:00,0.0,29.23,29.95,2.8,11,6.3,2007,6,17,913.0,4900,8281,6561.0,144.0,4900.0,0.0,256.0,0.0,7.839999999999999,121,39.69,833569.0
1,2007-06-18 00:00:00,89,69,79.0,9.0,65,70.0,0.0,14.0,1900-01-01 04:16:00,1900-01-01 19:29:00,0.28,29.12,29.84,14.0,20,15.1,2007,6,18,913.0,4761,7921,6241.0,81.0,4900.0,0.0,196.0,0.07840000000000001,196.0,400,228.01,833569.0
1,2007-06-19 00:00:00,80,65,73.0,3.0,55,63.0,0.0,8.0,1900-01-01 04:16:00,1900-01-01 19:30:00,0.58,29.26,29.95,10.7,28,11.4,2007,6,19,914.0,4225,6400,5329.0,9.0,3969.0,0.0,64.0,0.3364,114.48999999999998,784,129.96,835396.0
1,2007-06-20 00:00:00,84,61,73.0,3.0,52,61.0,0.0,8.0,1900-01-01 04:16:00,1900-01-01 19:30:00,0.0,29.39,30.1,7.8,27,8.8,2007,6,20,914.0,3721,7056,5329.0,9.0,3721.0,0.0,64.0,0.0,60.839999999999996,729,77.44000000000001,835396.0
1,2007-06-21 00:00:00,77,61,69.0,-1.0,51,60.0,0.0,4.0,1900-01-01 04:16:00,1900-01-01 19:30:00,0.01,29.36,30.08,3.5,3,10.7,2007,6,21,914.0,3721,5929,4761.0,1.0,3600.0,0.0,16.0,0.0001,12.25,9,114.48999999999998,835396.0
1,2007-06-22 00:00:00,76,61,69.0,-1.0,50,58.0,0.0,4.0,1900-01-01 04:17:00,1900-01-01 19:31:00,0.0,29.33,30.06,7.8,6,8.7,2007,6,22,914.0,3721,5776,4761.0,1.0,3364.0,0.0,16.0,0.0,60.839999999999996,36,75.68999999999998,835396.0
1,2007-06-23 00:00:00,67,62,65.0,-5.0,58,61.0,0.0,0.0,1900-01-01 04:17:00,1900-01-01 19:31:00,0.05,29.23,29.96,7.6,12,9.0,2007,6,23,914.0,3844,4489,4225.0,25.0,3721.0,0.0,0.0,0.0025000000000000005,57.76,144,81.0,835396.0
1,2007-06-24 00:00:00,77,63,70.0,-1.0,62,65.0,0.0,5.0,1900-01-01 04:17:00,1900-01-01 19:31:00,0.0,29.26,29.97,7.0,9,8.0,2007,6,24,914.0,3969,5929,4900.0,1.0,4225.0,0.0,25.0,0.0,49.0,81,64.0,835396.0
1,2007-06-25 00:00:00,89,65,77.0,6.0,66,70.0,0.0,12.0,1900-01-01 04:17:00,1900-01-01 19:31:00,0.0,29.38,30.07,3.9,14,6.8,2007,6,25,914.0,4225,7921,5929.0,36.0,4900.0,0.0,144.0,0.0,15.209999999999999,196,46.239999999999995,835396.0
1,2007-06-26 00:00:00,92,70,81.0,10.0,69,72.0,0.0,16.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,913.0,4900,8464,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.209999999999994,484,50.41,833569.0
1,2007-06-27 00:00:00,91,71,81.0,10.0,70,72.0,0.0,16.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.15,29.29,30.02,7.5,24,8.8,2007,6,27,913.0,5041,8281,6561.0,100.0,5184.0,0.0,256.0,0.0225,56.25,576,77.44000000000001,833569.0
1,2007-06-28 00:00:00,74,58,66.0,-5.0,55,60.0,0.0,1.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.09,11.9,3,12.5,2007,6,28,912.0,3364,5476,4356.0,25.0,3600.0,0.0,1.0,0.0,141.61,9,156.25,831744.0
1,2007-06-29 00:00:00,70,56,63.0,-8.0,55,59.0,2.0,0.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,7.6,2,8.3,2007,6,29,912.0,3136,4900,3969.0,64.0,3481.0,4.0,0.0,0.0,57.76,4,68.89000000000001,831744.0
1,2007-06-30 00:00:00,79,54,67.0,-5.0,46,56.0,0.0,2.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,4.9,3,5.8,2007,6,30,912.0,2916,6241,4489.0,25.0,3136.0,0.0,4.0,0.0,24.010000000000005,9,33.64,831744.0
1,2007-07-01 00:00:00,75,54,65.0,-7.0,52,58.0,0.0,0.0,1900-01-01 04:20:00,1900-01-01 19:31:00,0.0,29.51,30.23,8.6,4,8.6,2007,7,1,911.0,2916,5625,4225.0,49.0,3364.0,0.0,0.0,0.0,73.96,16,73.96,829921.0
1,2007-07-02 00:00:00,79,53,66.0,-6.0,50,58.0,0.0,1.0,1900-01-01 04:20:00,1900-01-01 19:31:00,0.0,29.49,30.22,5.9,14,8.1,2007,7,2,911.0,2809,6241,4356.0,36.0,3364.0,0.0,1.0,0.0,34.81,196,65.61,829921.0
1,2007-07-03 00:00:00,83,60,72.0,0.0,57,63.0,0.0,7.0,1900-01-01 04:21:00,1900-01-01 19:31:00,0.4,29.31,30.06,6.7,21,7.3,2007,7,3,910.0,3600,6889,5184.0,0.0,3969.0,0.0,49.0,0.16000000000000003,44.89,441,53.29,828100.0
1,2007-07-04 00:00:00,86,67,77.0,5.0,65,69.0,0.0,12.0,1900-01-01 04:22:00,1900-01-01 19:30:00,0.16,29.18,29.9,4.6,27,8.2,2007,7,4,908.0,4489,7396,5929.0,25.0,4761.0,0.0,144.0,0.0256,21.159999999999997,729,67.24,824464.0
1,2007-07-05 00:00:00,89,71,80.0,8.0,60,67.0,0.0,15.0,1900-01-01 04:22:00,1900-01-01 19:30:00,0.0,29.24,29.94,6.4,31,8.1,2007,7,5,908.0,5041,7921,6400.0,64.0,4489.0,0.0,225.0,0.0,40.96000000000001,961,65.61,824464.0
1,2007-07-06 00:00:00,86,66,76.0,4.0,57,64.0,0.0,11.0,1900-01-01 04:23:00,1900-01-01 19:30:00,0.0,29.32,30.03,3.2,5,5.5,2007,7,6,907.0,4356,7396,5776.0,16.0,4096.0,0.0,121.0,0.0,10.240000000000002,25,30.25,822649.0
1,2007-07-07 00:00:00,90,64,77.0,5.0,63,69.0,0.0,12.0,1900-01-01 04:23:00,1900-01-01 19:30:00,0.0,29.18,29.91,8.4,22,8.6,2007,7,7,907.0,4096,8100,5929.0,25.0,4761.0,0.0,144.0,0.0,70.56,484,73.96,822649.0
1,2007-07-08 00:00:00,94,75,85.0,12.0,67,72.0,0.0,20.0,1900-01-01 04:24:00,1900-01-01 19:29:00,0.0,29.05,29.77,12.9,24,13.1,2007,7,8,905.0,5625,8836,7225.0,144.0,5184.0,0.0,400.0,0.0,166.41,576,171.60999999999999,819025.0
1,2007-07-09 00:00:00,94,70,82.0,9.0,66,70.0,0.0,17.0,1900-01-01 04:25:00,1900-01-01 19:29:00,0.3,29.11,29.8,4.9,24,8.8,2007,7,9,904.0,4900,8836,6724.0,81.0,4900.0,0.0,289.0,0.09,24.010000000000005,576,77.44000000000001,817216.0
1,2007-07-10 00:00:00,89,69,79.0,6.0,67,70.0,0.0,14.0,1900-01-01 04:25:00,1900-01-01 19:29:00,0.43,29.06,29.77,8.6,23,10.5,2007,7,10,904.0,4761,7921,6241.0,36.0,4900.0,0.0,196.0,0.18489999999999998,73.96,529,110.25,817216.0
1,2007-07-11 00:00:00,77,62,70.0,-3.0,51,59.0,0.0,5.0,1900-01-01 04:26:00,1900-01-01 19:28:00,0.0,29.23,29.93,8.8,30,10.9,2007,7,11,902.0,3844,5929,4900.0,9.0,3481.0,0.0,25.0,0.0,77.44000000000001,900,118.81,813604.0
1,2007-07-12 00:00:00,80,61,71.0,-2.0,51,59.0,0.0,6.0,1900-01-01 04:27:00,1900-01-01 19:28:00,0.0,29.22,29.93,9.4,29,11.1,2007,7,12,901.0,3721,6400,5041.0,4.0,3481.0,0.0,36.0,0.0,88.36000000000001,841,123.21,811801.0
1,2007-07-13 00:00:00,78,58,68.0,-5.0,52,58.0,0.0,3.0,1900-01-01 04:28:00,1900-01-01 19:27:00,0.0,29.26,29.98,1.4,1,5.3,2007,7,13,899.0,3364,6084,4624.0,25.0,3364.0,0.0,9.0,0.0,1.9599999999999997,1,28.09,808201.0
1,2007-07-14 00:00:00,84,61,73.0,0.0,55,62.0,0.0,8.0,1900-01-01 04:28:00,1900-01-01 19:27:00,0.0,29.08,29.79,8.3,26,13.2,2007,7,14,899.0,3721,7056,5329.0,0.0,3844.0,0.0,64.0,0.0,68.89000000000001,676,174.23999999999998,808201.0
1,2007-07-15 00:00:00,82,60,71.0,-3.0,53,61.0,0.0,6.0,1900-01-01 04:29:00,1900-01-01 19:26:00,0.0,29.19,29.89,2.1,29,4.9,2007,7,15,897.0,3600,6724,5041.0,9.0,3721.0,0.0,36.0,0.0,4.41,841,24.010000000000005,804609.0
1,2007-07-16 00:00:00,82,65,74.0,0.0,60,65.0,0.0,9.0,1900-01-01 04:30:00,1900-01-01 19:25:00,0.39,29.25,29.96,4.4,24,5.2,2007,7,16,895.0,4225,6724,5476.0,0.0,4225.0,0.0,81.0,0.1521,19.360000000000003,576,27.040000000000003,801025.0
1,2007-07-17 00:00:00,83,68,76.0,2.0,66,69.0,0.0,11.0,1900-01-01 04:31:00,1900-01-01 19:25:00,0.11,29.18,29.9,5.2,23,6.5,2007,7,17,894.0,4624,6889,5776.0,4.0,4761.0,0.0,121.0,0.0121,27.040000000000003,529,42.25,799236.0
1,2007-07-18 00:00:00,85,69,77.0,3.0,68,71.0,0.0,12.0,1900-01-01 04:32:00,1900-01-01 19:24:00,1.55,29.11,29.84,9.1,24,10.1,2007,7,18,892.0,4761,7225,5929.0,9.0,5041.0,0.0,144.0,2.4025000000000003,82.80999999999999,576,102.00999999999999,795664.0
1,2007-07-19 00:00:00,83,63,73.0,-1.0,63,66.0,0.0,8.0,1900-01-01 04:33:00,1900-01-01 19:23:00,0.16,29.21,29.9,7.0,1,11.9,2007,7,19,890.0,3969,6889,5329.0,1.0,4356.0,0.0,64.0,0.0256,49.0,1,141.61,792100.0
1,2007-07-20 00:00:00,75,58,67.0,-7.0,53,59.0,0.0,2.0,1900-01-01 04:33:00,1900-01-01 19:23:00,0.0,29.44,30.14,8.6,3,9.1,2007,7,20,890.0,3364,5625,4489.0,49.0,3481.0,0.0,4.0,0.0,73.96,9,82.80999999999999,792100.0
1,2007-07-21 00:00:00,74,58,66.0,-8.0,52,58.0,0.0,1.0,1900-01-01 04:34:00,1900-01-01 19:22:00,0.0,29.51,30.22,6.5,3,7.4,2007,7,21,888.0,3364,5476,4356.0,64.0,3364.0,0.0,1.0,0.0,42.25,9,54.760000000000005,788544.0
1,2007-07-22 00:00:00,81,58,70.0,-4.0,55,61.0,0.0,5.0,1900-01-01 04:35:00,1900-01-01 19:21:00,0.0,29.49,30.21,1.7,16,3.3,2007,7,22,886.0,3364,6561,4900.0,16.0,3721.0,0.0,25.0,0.0,2.8899999999999997,256,10.889999999999999,784996.0
1,2007-07-23 00:00:00,83,60,72.0,-2.0,55,63.0,0.0,7.0,1900-01-01 04:36:00,1900-01-01 19:20:00,0.0,29.37,30.1,3.2,9,4.0,2007,7,23,884.0,3600,6889,5184.0,4.0,3969.0,0.0,49.0,0.0,10.240000000000002,81,16.0,781456.0
1,2007-07-24 00:00:00,82,65,74.0,0.0,58,64.0,0.0,9.0,1900-01-01 04:37:00,1900-01-01 19:19:00,0.0,29.32,30.04,3.1,20,5.2,2007,7,24,882.0,4225,6724,5476.0,0.0,4096.0,0.0,81.0,0.0,9.610000000000001,400,27.040000000000003,777924.0
1,2007-07-25 00:00:00,85,71,78.0,4.0,61,67.0,0.0,13.0,1900-01-01 04:38:00,1900-01-01 19:18:00,0.0,29.29,30.0,5.8,25,6.6,2007,7,25,880.0,5041,7225,6084.0,16.0,4489.0,0.0,169.0,0.0,33.64,625,43.559999999999995,774400.0
1,2007-07-26 00:00:00,83,66,75.0,1.0,65,68.0,0.0,10.0,1900-01-01 04:39:00,1900-01-01 19:18:00,0.19,29.19,29.92,7.2,22,9.4,2007,7,26,879.0,4356,6889,5625.0,1.0,4624.0,0.0,100.0,0.0361,51.84,484,88.36000000000001,772641.0
1,2007-07-27 00:00:00,83,70,77.0,3.0,68,70.0,0.0,12.0,1900-01-01 04:40:00,1900-01-01 19:17:00,0.17,29.11,29.82,3.0,3,7.9,2007,7,27,877.0,4900,6889,5929.0,9.0,4900.0,0.0,144.0,0.028900000000000006,9.0,9,62.410000000000004,769129.0
1,2007-07-28 00:00:00,80,66,73.0,-1.0,65,68.0,0.0,8.0,1900-01-01 04:41:00,1900-01-01 19:16:00,0.0,29.23,29.93,10.0,3,10.2,2007,7,28,875.0,4356,6400,5329.0,1.0,4624.0,0.0,64.0,0.0,100.0,9,104.03999999999999,765625.0
