date,latitude,longitude,nummosquitos,wnvpresent,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,daylightminssq,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_OTHERS
2007-05-29,41.919343,-87.694259,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,41.921965,-87.632085,2,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,41.921965,-87.632085,3,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.688324,-87.676709,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,41.688324,-87.676709,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.862292,-87.64886,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.720848,-87.666014,3,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.731922,-87.677512,5,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.731922,-87.677512,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,1,0,0,0
2007-05-29,41.891126,-87.61156,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,41.891126,-87.61156,2,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.999129,-87.795585,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,42.01743,-87.687769,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,1,0,0
2007-05-29,41.907645,-87.760886,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-05-29,41.732984,-87.649642,1,0,88.0,60.0,74.0,10.0,58.0,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,896.0,3600.0,7744.0,5476.0,100.0,4225.0,0.0,81.0,0.0,33.64,324.0,42.25,802816.0,0,0,1,0
2007-06-05,41.95469,-87.800991,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.95469,-87.800991,5,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.95469,-87.800991,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,1,0,0,0
2007-06-05,41.974089,-87.824812,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.974089,-87.824812,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.9216,-87.666455,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.9216,-87.666455,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.9216,-87.666455,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,1,0,0,0
2007-06-05,41.891118,-87.654491,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.867108,-87.654224,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.867108,-87.654224,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.867108,-87.654224,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,1,0,0,0
2007-06-05,41.896282,-87.655232,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.919343,-87.694259,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.919343,-87.694259,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.921965,-87.632085,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.688324,-87.676709,4,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.720848,-87.666014,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.731922,-87.677512,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.731922,-87.677512,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.731922,-87.677512,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,1,0,0,0
2007-06-05,41.999129,-87.795585,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.999129,-87.795585,9,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.907645,-87.760886,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.732984,-87.649642,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.981964,-87.812827,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.944869,-87.832763,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,42.011601,-87.811506,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.94983,-87.698457,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.979243,-87.750938,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.986921,-87.689778,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.801498,-87.763416,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.906638,-87.701431,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.723195,-87.64997,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.868077,-87.666901,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.868077,-87.666901,7,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.869216,-87.627561,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.662014,-87.724608,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.662014,-87.724608,4,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.662014,-87.724608,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,1,0,0,0
2007-06-05,41.961743,-87.76007,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.961743,-87.76007,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.953067,-87.776792,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.953067,-87.776792,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.878114,-87.629798,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.958271,-87.702575,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.958271,-87.702575,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.932094,-87.700117,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.994469,-87.667736,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,42.006858,-87.675919,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.916265,-87.800515,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.916265,-87.800515,10,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.846075,-87.716277,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.918705,-87.752329,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.682587,-87.707973,3,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.682587,-87.707973,8,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.725517,-87.614258,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.948167,-87.730698,2,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,1,0,0
2007-06-05,41.948167,-87.730698,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-05,41.963976,-87.69181,1,0,64.0,47.0,56.0,-9.0,48.0,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5.0,7.6,906.0,2209.0,4096.0,3136.0,81.0,2601.0,81.0,0.0,0.1763999999999999,27.040000000000003,25.0,57.76,820836.0,0,0,1,0
2007-06-26,41.95469,-87.800991,1,0,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22.0,7.1,913.0,4900.0,8464.0,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.21,484.0,50.41,833569.0,0,1,0,0
2007-06-26,41.95469,-87.800991,4,0,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22.0,7.1,913.0,4900.0,8464.0,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.21,484.0,50.41,833569.0,0,0,1,0
2007-06-26,41.95469,-87.800991,1,0,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22.0,7.1,913.0,4900.0,8464.0,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.21,484.0,50.41,833569.0,0,0,0,1
2007-06-26,41.994991,-87.769279,1,0,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22.0,7.1,913.0,4900.0,8464.0,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.21,484.0,50.41,833569.0,0,1,0,0
2007-06-26,41.994991,-87.769279,4,0,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22.0,7.1,913.0,4900.0,8464.0,6561.0,100.0,5184.0,0.0,256.0,0.0256,37.21,484.0,50.41,833569.0,0,0,1,0
